category,text
Contradiction,they they are good[SEP]They are terrible.
Contradiction,"Built in a.d. 688 691, it is decorated in thousands of exquisite, predominantly blue and yellow, Persian ceramic tiles, with Koranic scriptures on the lintels.[SEP]It's decorated in hundreds of green and brown ceramic tiles."
Contradiction,"Shortly after stepping out on the bridge, Jon felt the entire walkway narrow.[SEP]The walkway widened soon after Jon stepped on the bridge."
Contradiction,"And far, far away- lying still on the tracks- was the back of the train.[SEP]The train was speeding along the track. "
Neutral,"There is no tradition of clothes criticism that includes serious analysis, or even of costume criticism among theater, ballet, and opera critics, who do have an august writerly heritage.[SEP]Clothes criticism is not taken seriously by consumers."
Neutral,i wish it was as good over here as it is over there but if you're the[SEP]I wish it was as nice in America as it was in Iraq.
Entailment,"The narthex, or entrance hall to the nave, is crowned by a magnificent sculpted tympanum of Jesus enthroned after the Resurrection, preaching his message to the Apostles.[SEP]There is a tympanum of Jesus above the entrance to the nave."
Neutral,"The notable thing for me about the Left Behind series--beside the fact that few in the secular media have noticed that millions of Americans are busy reading books warning about the imminence of one-world government, mass death, and the return of the Messiah, is that all the Jewish characters are Christian.[SEP]The Left Behind series is about people converting to Christianity."
Contradiction,um-hum um-hum um-hum yeah yeah it is i don't know i think it's a very interesting um discussion you know and and there's certainly uh lots of pros and cons around it[SEP]The discussion was very bland to me.
Contradiction,"By then, the program had added Carroll and Grayson counties and the city of Galax and had five attorneys.[SEP]The program had only one single attorney."
Entailment,"In April 1453 the Sultan's armies massed outside the city walls, outnumbering the Byzantines ten to one.[SEP]There were ten times as many of the Sultan's armies than Byzantines."
Entailment,Do you know how long we've been here? he asked one morning as they sat facing each other at breakfast.[SEP]They were sitting across from each other at breakfast.  
Entailment,"God i'm envious[SEP]Lord, I'm envious."
Entailment,because otherwise it's too it gets if you start them when it's cooler in the spring then it gets too hot in the summer[SEP]It will get too hot in the summer if you start them in the spring.
Entailment,from grocery store baggers that want to buy my car because it's a Trans Am they're high school seniors seventeen years old and they got to impress their girl friend[SEP]There are people who are keen to buy my car.
Entailment,Each of them was as tough as a thick tree and loyal to the death.[SEP]They were tough and loyal.
Entailment,"I guess history repeats itself, Jane.[SEP]It is possible history repeats itself."
Entailment,"We'll be the first to admit we make mistakes, but most of those are bureaucratic.[SEP]We make mostly bureaucratic mistakes; other types are rare."
Contradiction,"And if they did come, as remote as that is, you and your men look strong enough to handle anything.[SEP]The men looked weak."
Contradiction,"They capitalized on the natural resources by using the salt to cure fish, which they exported to their home country.[SEP]They kept all of the salted fish for themselves. "
Contradiction,"I could've afforded a much swankier, up-town place- or at least, a slightly swankier, mid-town place- but all that space would just encourage me to clutter.[SEP]I was poor and could only afford a small space."
Entailment,i think there would be an awful lot of resentment and um i i really don't think it would be feasible on our country[SEP]I think it would lead to resentment and it's not something that is feasible for the country. 
Contradiction,"and they're illegal so i don't think it would do us any good to outlaw them all together[SEP]Since they're already illegal, outlawing them would be good."
Entailment,"The more popular offerings include kuru fasulye (haricot beans in tomato sauce), patlecan kizartmas (aubergine fried in olive oil and garlic), and a range of salads.[SEP]Salads and dishes with aubergine in them are both available."
Entailment,They crossed the Forth from Dunfermline at the narrows known to this day as Queensferry.[SEP]The narrows are still named Queensferry.
Contradiction,Everybody has this quote from NBA commissioner David  You cannot strike your boss and still hold your job--unless you play in the NBA.[SEP]NBA commissioner said NBA opens more possibilities than other jobs
Entailment,"right that's that's supposedly[SEP]Right, possibly.  "
Neutral,The original wax models of the river gods are on display in the Civic Museum.[SEP]They have models made out of clay.
Neutral,i always wait for the movie i don't have time to read the book[SEP]The movie is always better than the book.
Neutral,"The burden of his spiritual functions as high priest of Shinto and the tasks of administration led the emperor to welcome an early abdication, frequently to retire to a life of Buddhist meditation and scholarship.[SEP]People looked down on the emperor for abandoning his duties and abdicating."
Entailment,That is exactly what our head coupon issuer Alan Greenspan did in 1987--and what I believe he would do again.[SEP]This is what Greenspan did in 1987 and what I think he will do again.
Neutral,and those are the people that you know can you rehabilitate them the some of the ones that are you know perpetual[SEP]You wonder if it's possible to rehabilitate those types of people.
Entailment,"Each caters to a specific crowd, so hunt around until you find the one right for you.[SEP]You may have to search a bit before you find one that works for you."
Neutral,ooh that does get high yeah i mean[SEP]That does get high because you want so many different extras.
Contradiction,"Challenges to Restore Public Confidence in[SEP]The public has great confidence, despite the situation."
Contradiction,in you know just dealing with the customer maybe that's there only reason why they don't it'd seem like they'd just put a little barrel out there and say it pour here and go on  we'll take your money[SEP]The customers were just one of many reasons.
Contradiction,"In general, six elements appear  purpose, type of data collected, method of data collection, design, method of data analysis, and reporting.[SEP]Purpose is not one of the six elements listed here."
Neutral,"Troyes is also a center for shopping, with two outlet centers selling both French and international designer-name fashions and home accessories.[SEP]One of the outlet centers in Troyes sells Prada fashions."
Contradiction,"While obviously constrained by their bondage, blacks nonetheless forged a culture rich with religious observances, folk tales, family traditions, song, and so on.[SEP]Clearly are constrained by their folk tales and traditions."
Contradiction,I put it to you that you did do so?[SEP]I understand that you did not do so.
Contradiction,Then he sobered.[SEP]He was drunk.
Entailment,I'd noticed him more than once and I'd figured it out in my own mind that he was afraid of somebody or something.[SEP]I feel like something or someone is terrifying him.
Entailment,"The unintended side effect is radical, direct  In what other state do voters set the tax rates?[SEP]There is a radical side effect that was not intended."
Neutral,Built in a.d. 715 to help measure the peak and trough of the Nile flood.[SEP]It said the Nile flood was 12 feet deep.
Entailment,"um we tried that but we really weren't happy with it so he does that all himself now[SEP]He does that all himself now, after we tried. "
Contradiction,Bien! he said at last. [SEP]He wasted no time speaking. 
Contradiction,The island has a long history; its marble deposits were coveted around the ancient world.[SEP]The island was settled on very recently.
Neutral,"The editors, for their part, arrange to have them all written just in case I do.[SEP]There are two editors, and one is more often responsible for arranging for them to get written than the other."
Neutral,The world ripped apart around them replaced with a world of fear and blood and fire.[SEP]They were trying to escape the chaos around them.
Entailment,"Look here, you've been asking me a lot of questions.[SEP]Look here, you have been posing a lot of questions at me."
Contradiction,"Specifically, by defining mission improvement objectives, senior executives determine whether their organization needs a CIO who is a networking/marketing specialist, business change agent, operations specialist, policy/oversight manager, or any combination thereof.[SEP]A CIO does not need to be an operations specialist."
Contradiction,Title IV of the Clean Air Act (relating to acid deposition control)[SEP]The Clean Air Act only has a single title.
Neutral,"In these cases, participants risk losing not only their jobs but also a significant portion of their retirement savings if their company files for bankruptcy.[SEP]Participants who have worked at the company for less than 4 years are at a higher risk of losing their job during bankruptcy."
Entailment,"Oh, what a fool I feel! [SEP]I am such a fool!"
Entailment,Knowing this can help workers understand that some combination of revenue increases and benefit reductions will be necessary to restore the program's long-term solvency.[SEP]This helps workers understand the restoration of the program's long term goals.
Entailment,i think it's real good anyway it's it's been it was nice meeting you[SEP]It was nice meeting you
Neutral,"By coordinating policy development and awareness activities in this manner, she helps ensure that new risks and policies are communicated promptly and that employees are periodically reminded of existing policies through means such as monthly bulletins, an intranet web site, and presentations to new employees.[SEP]There new employees are a risk."
Contradiction,Possibly no other country has had such a turbulent history.[SEP]The country's history has been largely peaceful.
Contradiction,does does that make since to you[SEP]I don't care if it makes sense to you or not.
Entailment,"The WP runs a piece inside reporting that during a church service last Sunday, Cardinal John O'Connor of New York criticized President Clinton from the pulpit for taking Catholic communion while in South Africa.[SEP]The WP runs a piece inside reporting "
Entailment,Snap Judgment[SEP]Some judgments are made very quickly.
Contradiction,"That drawer was an unlocked one, as he had pointed out, and he submitted that there was no evidence to prove that it was the prisoner who had concealed the poison there. [SEP]All evidence pointed towards the prisoner being the one to try and hide poison in the drawer."
Entailment,yeah the the i mean people like that are crazy i did a study on it though when i was in high school it was one of these things we had to pick a topic to to investigate and at that time i don't think it's like that any more but at that time uh it was very unfair capital punishment was a lot more  common and if you tended and it tended to be that if you were ignorant or if you were a foreigner or if you were black or any minority for that matter the chances your chances of of uh getting the death penalty were you know like hundreds of times greater than if you could just communicate well i mean you didn't have to be um you didn't even necessarily have to be white but if you could just communicate and you could come across in the court room with some kind of um[SEP]It was something I performed research on during high school.
Contradiction,uh well i figured if i had it done in the garage at the Toyota dealer i would be looking at probably three or four hundred dollars[SEP]I had it done at the Toyota dealer's for fifty bucks.
Entailment,'You should do the fixing.'[SEP]You should try to fix this.
Neutral,"Well, shut it then, laughed the woman.[SEP]She laughed about the situation even though she was annoyed."
Entailment,[I]n You're the Top Porter does not capitalize on the text's potential for realism.[SEP]The text has a potential for realism that is unrealized.
Neutral,He slowed.[SEP]He slowed down to let the horse by.
Contradiction,Who? asked Tommy.[SEP]Tommy asked about the location.
Entailment,Students of human misery can savor its underlying sadness and futility.[SEP]Those who study human misery will savor the sadness and futility.
Contradiction,"I can't help but wonder if Shuger thought to ask himself a few simple questions before launching his attack-- questions such as, did Tripp ask to be moved to her current job?[SEP]I know that Shuger asked himself a lot of questions."
Neutral,oh yeah all all mine are uh purebreds so i keep them in[SEP]all of mine are poodles
Contradiction,Not yourself.[SEP]Only you
Entailment,Loire Valley[SEP]The Valley of Loire.
Neutral,Based on field observations and some discussions with U.S.[SEP]The field observations may have been faulty. 
Neutral,"As he stepped across the threshold, Tommy brought the picture down with terrific force on his head.[SEP]Tommy hurt his head bringing the picture down."
Contradiction,"Not surprisingly, then, Fannie Mae's public-relations operation is unparalleled in Washington.[SEP]Fannie Mae had terrible public-relations."
Contradiction,"The most comfortable way to see these important Hoysala temples is to visit them on either side of an overnight stay at Hassan, 120 km (75 miles) northwest of Mysore.[SEP]Do not book a hotel in Hassan as it is not near the Hoysala temples.  "
Contradiction,"There are certain categories of control activities that are common to all agencies.[SEP]Nothing about agencies are familiar, they are all unique."
Entailment,I'm confused.[SEP]I don't understand.  
Contradiction,"Many Lakeland hotels also quote a D, B and B (dinner, bed, and breakfast) rate, which includes the evening meal and is often quite cost-effective.[SEP]The only way to stay at a Lakeland hotel is to pay for a full-day package, which includes 3 meals and is often quite expensive. "
Contradiction,defiantly if you live in an apartment right[SEP]Defiantly if you live in a house right
Entailment,An overall increase in prices is only possible when there has been an overall increase in the amount of money in circulation.[SEP]Price hikes are only possible if there is more money in circulation.
Contradiction,"Happily, there's still a lot that hasn't yet been adulterated on the two islands'meaning that visitors also have a choice.[SEP]Everything on the island has been downsized and commodified, so visitors can only do one thing."
Contradiction,"How to Watch Washington Week in Review : Back to front.[SEP]The only way to watch Washington Week in Review is from the start to the end, as anything else would be viewed. "
Entailment,It's absurd but I can't help it. Sir James nodded again.[SEP]Sir James thinks it's absurd.
Contradiction,Everybody has this quote from NBA commissioner David  You cannot strike your boss and still hold your job--unless you play in the NBA.[SEP]NBA commissioner said he hates NBA players.
Contradiction,"As a professional courtesy, GAO will inform requesters of substantive media inquiries during an ongoing assignment.[SEP]GAO will never inform requesters of substantive media inquiries during an ongoing assignment. "
Neutral,"He could make quite an issue out of the need to determine the characteristic impedance of their sky.[SEP]He could have made an issue, but did not"
Entailment,i'll listen  and agree with what i think sounds right[SEP]I will agree with whatever I think sounds right.
Entailment,"The Commission published a summary of its Final Regulatory Flexibility Analysis in the Federal Register on September 12, 1996 (61 Fed.[SEP]A Final Regulatory Flexibility Analysis was published by the Commission in 1996"
Entailment,"Other pundits beam their opinions at us as through a time warp, from the hazy days of past administrations.[SEP]Other experts give their opinions through time warp from past administrations."
Contradiction,well that's not why i got it right  how do you like your tread mill[SEP]That's the reason I procured it.
Neutral,You can either fly on TAP/Air Portugal (15-minute flight) or take the ferry (which leaves daily at 8am; Tel. 291/226 511).[SEP]Taking the plane will give you more departure timing options than the ferry.
Neutral,"Designed by George Meikle Kemp, an unknown draftsman of humble birth, the monument took its inspiration from the design of MelroseAbbey.[SEP]The design was beautiful and well thought out. "
Entailment,I now submit this report to you and the other designated officials.[SEP]I submit the report to you and the other officials 
Entailment,uh unemployment runs approximately six percent[SEP]The rate of unemployment is about six percent
Neutral,"I entered her shack, opening the painted door covered in runes of warding.[SEP]I entered the shack, bidden by her--the runes of warding would have surely sent me away otherwise."
Entailment,"For centuries, the Loire river was a vital highway between the Atlantic and the heart of France.[SEP]The Loire connected central France to the Atlantic."
Contradiction,The road along the coastline to the south travels through busy agricultural towns and fishing villages untouched by tourism.[SEP]The road going south has no civilization along it.
Entailment,With him was the evil-looking Number 14.[SEP]Number 14 was with him.
Contradiction, Ibiza's seven-bulwark defences are almost completely intact.[SEP]Ibiza's walls have crumbled due to the weather.
Neutral,"However, the specific approaches to executing those principles tended to differ among the various sectors.[SEP]Specific approaches to each principle is different in each sector, with the oil industry being the most flexible."
Neutral,There are other reasons that wrecks cause fan excitement--e.g.[SEP]Wrecks are a small reason for fan excitement. 
Entailment,"My last afternoon in Louisian was supposed to be no different- but the hotel room was small and claustrophobic, and I was utterly bored.[SEP]I was bored on my last day in Louisian."
Contradiction,"The chain swung again, hitting her arm and sending the palm knife into the crowd.[SEP]The woman was unarmed."
Neutral,"Ramses II did not build it from stone but had it hewn into the cliffs of the Nile valley at a spot that stands only 7 km (4 miles) from the Sudan border, in the ancient land of Nubia.[SEP]Stone would have been too expensive to ship into the Nile Valley.  "
Entailment,you know it's it's not easy to do but[SEP]It can be challenging.
Contradiction,"The book is a parody of Bartlett's , serving up quotes from Lincoln, Jefferson, and Roger Rosenblatt with equal pomposity.[SEP]The book is a parody of Patterson's and has quotes from Adele and George Clooney. "
Entailment,The best beach in Europe ' at least that's the verdict of its regulars.[SEP]Regular beachgoers say that it is the best in Europe.
Neutral,"And Alan Tonelson, of the U.S.[SEP]Alan Tonelson has lived in the U.S. his entire life."
Neutral,i agree with you but did you see the map they drew up on uh on how they were gonna divide up the districts[SEP]The district divisions map was incomplete.
Entailment,"There's one thing, he thought to himself, ""they can't go on shooting.[SEP]He thought that they couldn't go on shooting."
Entailment,"Simmons, probably rap's greatest entrepreneur, lives in New York; schmoozes bankers, fashion designers, and record executives; and cuts deals with conglomerates such as Time Warner.[SEP]Simmons lives in New York and schmoozes fashion designers. "
Neutral,"He saw Stark buried under the earth, screaming for a mercy or death that would never come and crawling out of the rock decades later.[SEP]Stark got buried in a big hole."
Neutral,"Nearby is the Monastery of Nea Moni, founded in 1049, and one of the most beautiful Byzantine religious sites in the Aegean.[SEP]Founded in 1049, the monastery was a beacon of light in the darkness."
Entailment,"But you will find it all right.""[SEP]You, I'm sure, will find it more than adequate."
Contradiction,You can also view a Roman Nileometer carved in the rock which measured the height of the river and helped the ancient priests to time the announcement of the Nile flood that initiated a movement of workers from the fields to community projects such as temple building.[SEP]There is no method for measuring the height of the river.
Entailment,Act Accounting the Great Management Reform Act[SEP]Act accounting great management reform act 
Neutral,"Even analysts who had argued for loosening the old standards, by which the market was clearly overvalued, now think it has maxed out for a while.[SEP]Some analysts wanted to make the old standards toughter."
Entailment,There always will be a need for an attorney to do general law.[SEP]There is need to attorney's to practice law.
Entailment,"They were quite, tetanic in character.""[SEP]They were tense in how they acted."
Neutral,"Unsurprisingly, golfing is prohibitively expensive.[SEP]It costs $100 to golf just 9 holes!"
Entailment,"it was really easy i mean just just did a thumb print you know[SEP]I did a thumb print, that was very easy., you know?"
Neutral,An Indian traveler described the prosperous Bujang Valley settlement as  the seat of all felicities.  [SEP]A traveler said the settlement was prospering because of trade.
Entailment,"but i think a lot of kids it's funny get the same kind of fears like there's somebody under the bed[SEP]I believe that many children think it's amusing, the similar uneasiness that there's someone beneath the bed."
Contradiction,"He and his wife had lived at Styles Court in every luxury, surrounded by her care and attention. [SEP]She lived in poverty and squalor at Styles Court."
Contradiction,"Several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization, content, and presentation of information to allow for a more common look and feel to agencies' ITbased public participation mechanisms in rulemaking.[SEP]Of the people we contacted, all of them said that agencies' current practices were fine."
Entailment,"Do you know what this is?"" With a dramatic gesture she flung back the left side of her coat and exposed a small enamelled badge.[SEP]She wore a coat and carried a small badge."
Neutral,Some management consultants describe dysfunctional interactions with one's fellow workers as value-subtracting behavior.[SEP]Consultants most often have personality clashes at the center of conflict.
Neutral,"For more than a year, Clinton's surrogates have been calling Starr an out-of-control prosecutor.[SEP]Even non Clinton supporters think Starr has gone too far."
Entailment,I took to him at once.[SEP]I liked him instantly. 
Entailment,It incorporates a risk assessment methodology intended to reduce audit planning time and ensure that significant issues are included.[SEP]It mixes a risk assessment methodology into the process to ensure that significant issues are included.
Neutral,"If I had chosen to be an actor, I should have been the greatest actor living! [SEP]I did not choose to become an actor, as at the time I lacked the confidence to make that first step. "
Contradiction,"( sums up the millennium coverage from around the globe, and  examines whether the Y2K preparations were a waste.)[SEP](The millennium coverage from around the globe will not be summed up and examined)."
Contradiction,Those Creole men and women you'll see dancing it properly have been moving their hips and knees that way since childhood.[SEP]Most people that master the Creole dance learn it as adults.
Entailment,i think yeah and it's a just a nice escape and you know it's something to laugh at and enjoy[SEP]I think it's an escape that can be enjoyed.
Neutral,and uh you know once you start up at the top and try to get those dollars on down to the hands that need them you know there's a lot of places the money stops and disappears along the way[SEP]There needs to be a more transparent distribution of money.
Entailment,These provisions may have to be reexamined as well.[SEP]These supplies might require additional inspection.
Neutral,"Founded by Alexander the Great on the Mediterranean coast in 322 b.c. , Alexandria was capital of Egypt during the Ptolemaic era.[SEP]Alexandria, founded by Alexander the Great, originally had a different name."
Contradiction,Knowing this can help workers understand that some combination of revenue increases and benefit reductions will be necessary to restore the program's long-term solvency.[SEP]Knowing this in no way helps the worker's understanding.
Neutral,"i don't know no i don't[SEP]I used to know, now I don't."
Contradiction,Two aromatic aniseed drinks are also produced locally.[SEP]The aniseed drinks are produced internationally.
Neutral,"'Not part of your biography.[SEP]I was told something that was not in my biography, some sort of secret."
Entailment,Can I help you?'[SEP]Can i give you assistance?
Entailment,Monday's Question (No.[SEP]There was a question on Monday.
Neutral,The Illinois Equal Justice Foundation has recently made its first grants from money appropriated by the Illinois General Assembly.[SEP]The Illinois Equal Justice Foundation just received money and manpower from the Illinois General Assembly.
Contradiction,Two of them saw Thorn coming.[SEP]Nobody saw Thorn coming.
Entailment,"Later, Tom testified against John so as to avoid the electric chair.[SEP]Tom was willing to speak against the other man to avoid his own execution."
Contradiction,probably so yeah you can get a head start on it[SEP]You can't get a head start on it.
Entailment,"The burden of his spiritual functions as high priest of Shinto and the tasks of administration led the emperor to welcome an early abdication, frequently to retire to a life of Buddhist meditation and scholarship.[SEP]The emperor was exhausted by his religious and political obligation, and abdicated early."
Neutral,The air is warm.[SEP]The warm air bellows forth from the oven's open door.
Contradiction,are uh very few and then the other people just plan it you know it's like it's like have you have have you ever seen the commercial like for Federal Express where the with uh the think tank[SEP]I have never seen a Federal Express commercial.
Entailment,"This guide will introduce you to many, but not all, of the popular Aegean Islands.[SEP]There are some popular Aegean islands that are not introduced in the guide."
Neutral,"yep see we have cable here[SEP]Yes, we have cable here and we love it."
Contradiction,so i'll probably say you know it's like well we've been talking for five six minutes so okay[SEP]We've been talking for about 2 hours.
Contradiction,"7) Nonautomated First-Class and Standard-A mailers have the option of requesting that their mail be processed manually, even though the costs for such processing are substantially higher than mechanized processing.[SEP]Nonautomated First-Class and Standard-A mailers cannot ask for their mail to be processed by hand because it costs the postal service more."
Entailment,"Concentration of greenhouse gases, especially CO2, have increased substantially since the beginning of the industrial revolution.[SEP]Greenhouse gases have increased because of the industrial revolution."
Entailment,"it was really a nice compromise especially because she felt like she was still living in her own house and she still had her own couch and her own bed and it it really helped a lot and she was a lot more comfortable and she didn't[SEP]It really works out well, she had all her own furniture and stuff, so she felt like it was her own home. This made her much more comfortable with the situation."
Neutral,"By contrast, their grandson, who assumed the throne in 1516, was born in Flanders in 1500, and Charles I could barely express himself in Spanish.[SEP]Charlies I was seen by his subjects as an outsider."
Neutral,The Kal whistled and Vrenna's eyes sparkled when she saw Jon swing it.[SEP]Kal is whistling into Vrenna's face.
Neutral,"On your right is the entrance to the 16th-century Sandal Bedesten, with lovely brick vaults supported on massive stone pillars.[SEP]The Sandal Bedesten took forty years to completely construct."
Contradiction,"For the beginner ' and for most others, too ' Beaune is the place to buy.[SEP]The worst place to buy anything from is Beaune."
Neutral,"What a lot of bottles! I exclaimed, as my eye travelled round the small room. [SEP]They had drank too many beers. "
Entailment,"Last year, Arafat cracked down on Hamas after a string of bombings in Tel Aviv and Jerusalem, arresting more than 1,200 suspected terrorists, destroying Hamas safe houses, and confiscating its weapons caches.[SEP]Arafat arrested over a thousand suspected terrorists."
Entailment,oh i did and i laughed real hard when i took it in for the two thousand mile checkup and uh[SEP]I had a good laugh when I took it for the two thousand mile checkup.
Entailment,"Under the overmechanical assumptions of affirmative-action opponents themselves (and putting aside the racial IQ theories of Murray and some others), blacks would move up the list, and whites would move down.[SEP]Affirmative action opponents say that whites would move down the list."
Neutral,"Impossible.[SEP]Impossible, unless circumstances are met."
Neutral,"But there is a cycle of confirmation; if prophecy indicates a thing will happen, it will happen--though not always as expected.[SEP]What is predicted by prophecy, though sometimes unexpected, is always enjoyable."
Entailment,Arsenic would put poor Emily out of the way just as well as strychnine. [SEP]There are many ways to get Emily out of the way.
Contradiction,"You're crazed, Beresford.[SEP]You are a sane genius, Beresford."
Entailment,"It describes six applications of case study methods, including the purposes and pitfalls of each, and explains similarities and differences among the six.[SEP]There are six applications for case study methods."
Contradiction,"In most methods, we plan for data collection, then we collect the information, then we analyze it, and then we write the report.[SEP]data collection is not planned for."
Neutral,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.[SEP]Dunnes Stores is a popular place for tourists to shop."
Neutral,"In the case of speech, Fiss appears to believe that the reason the American public is less enlightened than he would wish it to be concerning matters such as feminism, the rights of homosexuals, and regulation of industry is that people are denied access to the opinions and information that would enlighten them.[SEP]If people would properly research matters that they don't understand, they would be better equipped to form opinions."
Contradiction,"The increased investment has contributed to higher GDP growth in recent years, and the stronger economy should help in servicing the debt owed to foreigners.[SEP]Steep GDP decline in recent years has been contributed to increased investment."
Neutral,"If Washington Square is underripe, U-Turn and Devil's Advocate are rotting.[SEP]Washington Square is definitely underripe, no questions asked. "
Entailment,"EPA estimates that 5.6 million acres of lakes, estuaries and wetlands and 43,500 miles of streams, rivers and coasts are impaired by mercury emissions.[SEP]Rivers, streams and coasts are affected by mercury emissions."
Neutral,"She's a crutch.[SEP]She's an essential, key role in this, and is being used as a crutch."
Entailment,that was good and Poland yeah and i've done some of those yeah i like i like things that are those are a few of the ones i can take of his i like it when they actually are giving you information in a novel format i guess would be the[SEP]I enjoy receiving information in the shape of a novel.
Entailment,"If the data from a series of tests performed with the same toxicant, toxicant concentrations, and test species, were analyzed with hypothesis tests, precision could only be assessed by a qualitative comparison of the NOEC-LOEC intervals, with the understanding that maximum precision would be attained if all tests yielded the same NOEC-LOEC interval.[SEP]They needed various data to test for toxicants."
Contradiction,"The flame or whatever it was had enough heat, but it was hard to control.[SEP]The flame was easy to control, but lacked heat. "
Entailment,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.[SEP]The stores here have clothing for all ages."
Entailment,right well there's yeah there there's going to be some measure of incentive uh reward or whatever but the reward ultimately ultimately comes down to what you want[SEP]There has to be some sort of incentive.
Entailment,"guess it didn't last too long at the box office but i thought it was pretty good[SEP]Apparently it was not in the box office for very long, but I believe it was fairly decent."
Entailment,"Puri also has a beautiful beach, southwest of town, which is ideal for cooling off but those aren't sandcastles the Indians are making, they're miniature temples, for this is the Swarga Dwara (Heaven's Gateway), where the faithful wash away their sins.[SEP]The devout make miniature temples on the beach at Puri."
Entailment,"Several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization, content, and presentation of information to allow for a more common look and feel to agencies' ITbased public participation mechanisms in rulemaking.[SEP]Some organizations said that agencies should have more consistent organization."
Entailment,"Tell me, how did those scribbled words on the envelope help you to discover that a will was made yesterday afternoon?"" Poirot smiled. [SEP]Tell me, how could you tell from that text that a will was made yesterday afternoon?"
Contradiction,"Others love to see it in the middle of the heaviest monsoon, its marble translucent, its image blurred in the rain-stippled water channels of its gardens.[SEP]None of the visitors like to see it during the monsoon."
Entailment,"Sultan Abdul Hamid II (1876 1909) tried to apply absolute rule to an empire staggering under a crushing foreign debt, with a fragmented population of hostile people, and succeeded only in creating ill will and dissatisfaction amongst the younger generation of educated Turks.[SEP]The population was fractured during the rule of Sultan Adbul Hamid II, and many people were hostile to his rule."
Entailment,at least i'm going to give it a try cause you can see i mean the oil filters i mean you can touch it it's right there[SEP]It seems like it's worth trying to get the oil filter out.
Neutral,There's a dramatic difference between someone like Michael Dell and someone like Al Dunlap.[SEP]They do not get along.
Entailment,"In 2001, LSC continued to play an active role in encouraging and supporting states' technology plans.[SEP] In 2001, LSC continued to play an active role in encouraging and supporting states' technology plans"
Contradiction,The purpose of the Diwan-i-Khas is hotly disputed; it is not necessarily the hall of private audience that its name implies.[SEP]The name suggest that it is open to the public.
Contradiction,uh-huh well it's good that she does that i mean bring it to people's attention[SEP]She never brought anything to anyone's attention.  
Contradiction,okay okay that's it that GTE had purchased Tigon and yeah that's what we have[SEP]We aren't sure if Tigon has been bought yet.
Contradiction,"Upriver, east of Blois, in a huge densely wooded park surrounded by 31 km (20 miles) of high walls, the brilliant white Ceteau de Cham?­?­bord is the most extravagant of all the royal residences in the Loire Valley.[SEP]The Ceteau de Chambord is an ugly, unremarkable hut in an open field."
Entailment,The Gaiety Theatre in South King Street is worth visiting for its ornate d??cor.[SEP]The Gaiety theatre is a must visit just for its beautiful decor.
Contradiction,"It recalls William Randolph Hearst's castle in Caleornia, with its imaginative juxtaposition of ancient Roman and Chinese sculpture, fine Venetian glass chandeliers, Syvres porcelain, old Flemish masters, and naughty French erotica.[SEP]There is no art or sculptures located there."
Neutral,"13 Executive  Effectively Implementing the Government Performance and Results Act ( GAO/GGD-96-118, June 1996).[SEP]The executives worked hard to make the government act reality "
Entailment,"There are a number of expensive jewelry and other duty-free shops, all with goods priced in US dollars (duty-free goods must always be paid for in foreign currency).[SEP]Be sure to bring currencies other than the US dollar when buying goods from the duty-free shops."
Entailment,Any subsequent alterations to the data can be readily detected.[SEP]Alterations can be detected.
Neutral,Don't you know?[SEP]Don't you know the answer to that?
Entailment,"They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.[SEP]They were defeated by Saladin, a Muslim leader, and lost control of the large part of the country they had. "
Contradiction,"The sculpture on the dome (a personification of Commerce) and the river gods (including Anna Livia, set over the main door) are by Edward Smyth, who was also responsible for the statues on the GPO .[SEP]The dome is bare and plain."
Contradiction,"For example, the CFO Council and the Office of Management and Budget (OMB) are aggressively working on eight priority initiatives outlined in the1998 Federal Financial Management Status Report and FiveYear Plan.[SEP]The CFO Council and the OMB are lax about the priority initiatives."
Entailment,"The almost midtown Massabielle quarter (faubourg de Massabielle), is sometimes described as the most picturesque in the city.[SEP]The Massabielle quarter is a very touristy place."
Entailment,"Along the eastern coastline are several fine beaches with perfect windsurfing conditions in their wide, shallow bays.[SEP]There are many fine beaches along the shallow bays."
Contradiction,eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.[SEP]It does not matter whether or not a state enforces the statutory requirements.
Entailment,uh well no i just know i know several single mothers who absolutely can't afford it they have to go with the a single uh what i mean a babysitter more more or less[SEP]I know single moms who wouldn't be able to afford it.
Contradiction,"Hey, no problem, a fine policy.[SEP]The worst policy ever."
Contradiction,"Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.[SEP]The Pharaonic Village in Cairo is the only place where one can buy authentic papyrus."
Contradiction,The woman rolled and drew two spears before the horse had rolled and broken the rest.[SEP]They were rolling in piles of money. 
Entailment,"Meanwhile, critics on the left argue that because the United States failed to intervene in Rwanda, its intervention in Kosovo is morally suspect and probably racist.[SEP]The US did not intervene in the Rwandan conflict."
